"idno","typesamp","interva","telnum","agea_1","gendera1","type","access","physa","littera","vandaa","psu","prob","vote","prtvtbgb","prtclbgb","prtdgcl","ctzcntr","ctzshipc","brncntr","cntbrthc","cgtsmke","cgtsday","alcfreq","alcwkdy","alcwknd","hhmmb","gndr","agea","eisced","pdwrk","edctn","uempla","uempli","rtrd","wrkctra","hinctnta","region","alcohol_day"
100001969,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","Small amount","Small amount",9235,0.00020306164012234,"Yes","Labour","Labour","Not close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Less than once a month",0,0,3,"Female",44,"ES-ISCED IIIa, upper tier upper secondary","Not marked","Not marked","Not marked","Not marked","Not marked","No contract","J - 1st decile","South East (England)",NA
100001972,"Address","Complete and valid interview related to CF","Present","20 to 39","Male","Single unit: Detached house","No, neither of these","Very good","Small amount","None or almost none",9361,0.0000507654100305851,"Not eligible to vote",NA,NA,NA,"Yes",NA,"Yes",NA,"I have only smoked a few times",0,"Once a week",24,66,5,"Male",19,"ES-ISCED IIIa, upper tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","P - 8th decile","South East (England)",NA
100001973,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9304,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",15,"Several times a week",56,0,2,"Male",44,"ES-ISCED IV, advanced vocational, sub-degree","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","C - 3rd decile","Wales",12.6857142857143
100001974,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Good","Small amount","None or almost none",9325,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Never",NA,NA,2,"Male",77,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked",NA,"R - 2nd decile","Scotland",0
100001979,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9253,0.00010153082006117,"Yes","Liberal Democrat","Labour","Quite close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Less than once a month",17,0,2,"Male",82,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","M - 4th decile","South East (England)",NA
100001981,"Address","Complete and valid interview related to CF",NA,"40 to 59","Female","Multi-unit house, flat","No, neither of these","Satisfactory","Large amount","Small amount",9490,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I have never smoked",0,"2-3 times a month",48,17,2,"Male",55,"ES-ISCED IV, advanced vocational, sub-degree","Not marked","Not marked","Marked","Not marked","Not marked","No contract",NA,"London",5.02857142857143
100001986,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",9270,0.00020306164012234,"No",NA,"Labour","Quite close","Yes",NA,"Yes",NA,"I smoke daily",10,"2-3 times a month",0,120,2,"Female",24,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","C - 3rd decile","South West (England)",4.14285714285714
100001992,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9383,0.00010153082006117,"Yes","Conservative","UK Independence Party","Very close","Yes",NA,"Yes",NA,"I have never smoked",0,"Several times a week",36,36,2,"Male",72,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","No contract","F - 5th decile","West Midlands (England)",0
100001993,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9257,0.00010153082006117,"Yes","UK Independence Party",NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",0,"Several times a week",162,162,4,"Male",40,"ES-ISCED II, lower secondary","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","R - 2nd decile","East Midlands (England)",22.0571428571429
100001995,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Very good","None or almost none","None or almost none",9470,0.00020306164012234,"Yes","Conservative",NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",20,"Never",NA,NA,1,"Male",61,"ES-ISCED IV, advanced vocational, sub-degree","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","J - 1st decile","East Midlands (England)",0
100001996,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9460,0.00020306164012234,"Yes","Conservative",NA,NA,"Yes",NA,"Yes",NA,"I have never smoked",0,"Every day",24,24,1,"Female",82,"ES-ISCED IIIa, upper tier upper secondary","Not marked","Not marked","Not marked","Not marked","Marked",NA,"J - 1st decile","South West (England)",24
100001999,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9259,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Several times a week",34,34,2,"Male",74,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Marked",NA,"H - 10th decile","London",11.2
100002000,"Address","Complete and valid interview related to CF","Present","20 to 39","Male","Multi-unit house, flat","Yes, entry phone","Very good","None or almost none","None or almost none",9250,0.00020306164012234,"No",NA,NA,NA,"No",NA,"No","Kenya","I have never smoked",0,"2-3 times a month",48,80,1,"Female",25,"ES-ISCED V2, higher tertiary education, >= MA level","Not marked","Marked","Not marked","Not marked","Not marked",NA,"M - 4th decile","London",0.158367346938775
100002003,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9241,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Once a week",24,24,1,"Female",57,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked",NA,"J - 1st decile","Scotland",NA
100002004,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Satisfactory","Small amount","Small amount",9261,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"No",NA,"I have only smoked a few times",0,"Never",NA,NA,4,"Male",36,"ES-ISCED I , less than lower secondary","Marked","Not marked","Not marked","Not marked","Not marked",NA,"J - 1st decile","Yorkshire and the Humber",0
100002005,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9440,0.00010153082006117,"No",NA,"Green Party","Not close","Yes",NA,"Yes",NA,"I smoke daily",12,"Several times a week",56,90,4,"Male",48,"ES-ISCED IIIb, lower tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked",NA,NA,"London",NA
100002007,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Good","None or almost none","None or almost none",9445,0.00020306164012234,"No",NA,"UK Independence Party","Quite close","Yes",NA,"Yes",NA,"I smoke daily",20,"Several times a week",56,113,2,"Male",41,"ES-ISCED II, lower secondary","Marked","Not marked","Not marked","Not marked","Not marked","No contract","J - 1st decile","South West (England)",NA
100002008,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",9505,0.00020306164012234,"Yes","Conservative","UK Independence Party","Quite close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Once a week",0,18,1,"Male",74,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","K - 7th decile","North West (England)",16.5714285714286
100002011,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9413,0.00020306164012234,"No",NA,NA,NA,"No",NA,"No",NA,"I have never smoked",0,"Less than once a month",0,24,1,"Male",42,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","S - 6th decile","East Midlands (England)",NA
100002012,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9293,0.00020306164012234,"Yes","Green Party",NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Less than once a month",17,17,1,"Female",73,"ES-ISCED V1, lower tertiary education, BA level","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","M - 4th decile","Wales",0.685714285714286
100002019,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9487,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Once a week",18,0,2,"Male",74,"ES-ISCED IV, advanced vocational, sub-degree","Not marked","Not marked","Not marked","Not marked","Marked",NA,"M - 4th decile","West Midlands (England)",NA
100002024,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9355,0.00020306164012234,"No",NA,"Labour","Quite close","Yes",NA,"No","Jamaica","I have never smoked",0,"Once a month",0,17,1,"Female",87,"ES-ISCED IIIa, upper tier upper secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","M - 4th decile","West Midlands (England)",NA
100002025,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Very good","Small amount","None or almost none",9477,0.00010153082006117,"Yes","Labour","Labour","Not close","Yes",NA,"Yes",NA,"I have never smoked",0,"Several times a week",130,74,2,"Male",65,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","D - 9th decile","Scotland",7.6
100002026,"Address","Complete and valid interview related to CF","Present","20 to 39","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9439,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke but not every day",NA,"Several times a week",156,48,3,"Female",39,"ES-ISCED V1, lower tertiary education, BA level","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","Yorkshire and the Humber",NA
100002030,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",9312,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Once a week",109,162,2,"Female",29,NA,"Marked","Not marked","Not marked","Not marked","Not marked","Unlimited",NA,"North West (England)",2.18775510204082
100002034,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9436,0.0000507654100305851,"Yes",NA,"UK Independence Party","Not close","Yes",NA,"Yes",NA,"I have never smoked",0,"Never",NA,NA,2,"Female",48,"ES-ISCED V1, lower tertiary education, BA level","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited",NA,"North West (England)",0
100002041,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",9371,0.00020306164012234,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",10,"Several times a week",66,72,1,"Male",50,"ES-ISCED I , less than lower secondary","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","R - 2nd decile","Yorkshire and the Humber",5.48571428571429
100002043,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9385,0.00010153082006117,"Yes","UK Independence Party",NA,NA,"Yes",NA,"Yes",NA,"I have only smoked a few times",0,"Once a week",50,104,4,"Female",40,"ES-ISCED V1, lower tertiary education, BA level","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","Yorkshire and the Humber",NA
